<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.04.16	1.09887	1.09998	1.09092	1.09894	247352	0	0
2023.04.23	1.09912	1.10954	1.09625	1.10165	281814	0	0
2023.04.30	1.10222	1.10920	1.09420	1.10185	280410	0	0
2023.05.07	1.10204	1.10537	1.08480	1.08496	234406	0	0
2023.05.14	1.08562	1.09047	1.07599	1.08059	227924	0	0
2023.05.21	1.08046	1.08314	1.07018	1.07251	249034	0	0
2023.05.28	1.07158	1.07790	1.06352	1.07073	228234	0	0
2023.06.04	1.07110	1.07871	1.06670	1.07491	215588	0	0
2023.06.11	1.07462	1.09708	1.07331	1.09421	242156	0	0
2023.06.18	1.09399	1.10123	1.08446	1.08954	244855	0	0
2023.06.25	1.09050	1.09768	1.08354	1.09098	250353	0	0
2023.07.02	1.09105	1.09733	1.08334	1.09681	231692	0	0
2023.07.09	1.09571	1.12448	1.09436	1.12253	268900	0	0
2023.07.16	1.12292	1.12757	1.11078	1.11254	272661	0	0
2023.07.23	1.11230	1.11498	1.09435	1.10161	312366	0	0
2023.07.30	1.10204	1.10458	1.09123	1.10099	306799	0	0
2023.08.06	1.10100	1.10650	1.09291	1.09466	261968	0	0
2023.08.13	1.09497	1.09602	1.08450	1.08688	299039	0	0
2023.08.20	1.08653	1.09304	1.07658	1.07941	268906	0	0
2023.08.27	1.07959	1.09454	1.07722	1.07735	263117	0	0
2023.09.03	1.07753	1.08089	1.06862	1.07005	223296	0	0
2023.09.10	1.07146	1.07685	1.06319	1.06611	251055	0	0
2023.09.17	1.06566	1.07368	1.06149	1.06459	232739	0	0
2023.09.24	1.06430	1.06557	1.04881	1.05732	258607	0	0
2023.10.01	1.05665	1.05999	1.04483	1.05845	282454	0	0
2023.10.08	1.05501	1.06399	1.04955	1.05089	278334	0	0
2023.10.15	1.05054	1.06167	1.05031	1.05948	265442	0	0
2023.10.22	1.05949	1.06942	1.05222	1.05659	245827	0	0
2023.10.29	1.05642	1.07468	1.05168	1.07266	258370	0	0
2023.11.05	1.07234	1.07564	1.06563	1.06846	227889	0	0
2023.11.12	1.06828	1.09142	1.06651	1.09136	233213	0	0
2023.11.19	1.09100	1.09653	1.08532	1.09373	213464	0	0
2023.11.26	1.09444	1.10172	1.08286	1.08840	270543	0	0
2023.12.03	1.08743	1.08950	1.07234	1.07617	292925	0	0
2023.12.10	1.07586	1.10092	1.07416	1.08939	288425	0	0
2023.12.17	1.08974	1.10402	1.08922	1.10137	260999	0	0
2023.12.24	1.10017	1.11394	1.10017	1.10372	158310	0	0
2023.12.31	1.10435	1.10446	1.08769	1.09415	227290	0	0
2024.01.07	1.09326	1.09976	1.09103	1.09504	268688	0	0
2024.01.14	1.09457	1.09674	1.08446	1.08970	260462	0	0
2024.01.21	1.08899	1.09324	1.08130	1.08549	283306	0	0
2024.01.28	1.08427	1.08975	1.07800	1.07877	338057	0	0
2024.02.04	1.07849	1.07952	1.07226	1.07854	286540	0	0
2024.02.11	1.07767	1.08057	1.06951	1.07763	256927	0	0
2024.02.18	1.07716	1.08885	1.07617	1.08209	266265	0	0
2024.02.25	1.08310	1.08660	1.07959	1.08401	285261	0	0
2024.03.03	1.08273	1.09812	1.08273	1.09377	300159	0	0
2024.03.10	1.09420	1.09639	1.08730	1.08866	361716	0	0
2024.03.17	1.08903	1.09426	1.08018	1.08081	347627	0	0
2024.03.24	1.08074	1.08644	1.07677	1.07924	279432	0	0
2024.03.31	1.07857	1.08766	1.07247	1.08367	314985	0	0
2024.04.07	1.08357	1.08851	1.06226	1.06401	349197	0	0
2024.04.14	1.06328	1.06901	1.06013	1.06561	422685	0	0
2024.04.21	1.06481	1.07530	1.06241	1.06925	329029	0	0
2024.04.28	1.06864	1.08128	1.06496	1.07638	368422	0	0
2024.05.05	1.07661	1.07909	1.07240	1.07692	247326	0	0
2024.05.12	1.07686	1.08951	1.07658	1.08690	256439	0	0
2024.05.19	1.08663	1.08846	1.08049	1.08461	263453	0	0
2024.05.26	1.08457	1.08891	1.07884	1.08485	274056	0	0
2024.06.02	1.08463	1.09162	1.07994	1.08019	326135	0	0
2024.06.09	1.07726	1.08524	1.06676	1.07058	361213	0	0
2024.06.16	1.07035	1.07615	1.06711	1.06920	316730	0	0
2024.06.23	1.06827	1.07465	1.06661	1.07139	335397	0	0
2024.06.30	1.07441	1.08427	1.07100	1.08390	295290	0	0
2024.07.07	1.08013	1.09114	1.08012	1.09061	298416	0	0
2024.07.14	1.08845	1.09482	1.08716	1.08824	327016	0	0
2024.07.21	1.08854	1.09028	1.08258	1.08554	329051	0	0
2024.07.28	1.08541	1.09267	1.07776	1.09105	394036	0	0
2024.08.04	1.09240	1.10089	1.08816	1.09156	520855	0	0
2024.08.11	1.09145	1.10474	1.09101	1.10286	294896	0	0
2024.08.18	1.10277	1.12010	1.10219	1.11920	316850	0	0
2024.08.25	1.11868	1.12018	1.10440	1.10480	327382	0	0
2024.09.01	1.10471	1.11555	1.10265	1.10858	340360	0	0
2024.09.08	1.10785	1.11019	1.10021	1.10744	307217	0	0
2024.09.15	1.10770	1.11889	1.10687	1.11629	333673	0	0
2024.09.22	1.11599	1.12141	1.10833	1.11632	315632	0	0
2024.09.29	1.11568	1.12089	1.09513	1.09745	326197	0	0
2024.10.06	1.09637	1.09972	1.09002	1.09366	262944	0	0
2024.10.13	1.09309	1.09367	1.08111	1.08675	224270	0	0
2024.10.20	1.08605	1.08717	1.07613	1.07959	220399	0	0
2024.10.27	1.07931	1.09058	1.07689	1.08337	269071	0	0
2024.11.03	1.08785	1.09373	1.06825	1.07189	365035	0	0
2024.11.10	1.07020	1.07280	1.04964	1.05357	326808	0	0
2024.11.17	1.05301	1.06098	1.05237	1.05490	147087	0	0
